{2876, -288.000215, 0}
{2876, -282.120918, -53.92181}
{2876, -274.718161, -107.656356}
{2876, -265.903686, -161.176492}
{2876, -254.620853, -214.224513}
{2876, -238.557555, -265.994905}
{2876, -211.569061, -312.700375}
{2876, -162.730673, -327.519989}
{2876, -108.487115, -327.519989}
{2876, -54.243558, -327.519989}
{2876, 0, -327.519989}
{2876, 54.243558, -327.519989}
{2876, 108.487115, -327.519989}
{2876, 162.730673, -327.519989}
{2876, 211.569061, -312.700375}
{2876, 238.557555, -265.994905}
{2876, 254.620853, -214.224513}
{2876, 265.903686, -161.176492}
{2876, 274.718161, -107.656356}
{2876, 282.120918, -53.92181}
{2876, 288.000215, 0}
{2977.678571, -287.823576, 0}
{2977.678571, -281.949438, -53.908055}
{2977.678571, -274.553625, -107.629186}
{2977.678571, -265.747966, -161.136352}
{2977.678571, -254.477379, -214.172443}
{2977.678571, -238.43501, -265.934565}
{2977.678571, -211.486806, -312.648315}
{2977.678571, -162.687965, -327.519989}
{2977.678571, -108.458643, -327.519989}
{2977.678571, -54.229322, -327.519989}
{2977.678571, 1.6804e-12, -327.519989}
{2977.678571, 54.229322, -327.519989}
{2977.678571, 108.458643, -327.519989}
{2977.678571, 162.687965, -327.519989}
{2977.678571, 211.486806, -312.648315}
{2977.678571, 238.43501, -265.934565}
{2977.678571, 254.477379, -214.172443}
{2977.678571, 265.747966, -161.136352}
{2977.678571, 274.553625, -107.629186}
{2977.678571, 281.949438, -53.908055}
{2977.678571, 287.823576, 0}
{3080.357143, -287.166878, 0}
{3080.357143, -281.312488, -53.857084}
{3080.357143, -273.9423, -107.528428}
{3080.357143, -265.168898, -160.987391}
{3080.357143, -253.944704, -213.979428}
{3080.357143, -237.978886, -265.710464}
{3080.357143, -211.180286, -312.454282}
{3080.357143, -162.529496, -327.519989}
{3080.357143, -108.352997, -327.519989}
{3080.357143, -54.176499, -327.519989}
{3080.357143, -2.478e-12, -327.519989}
{3080.357143, 54.176499, -327.519989}
{3080.357143, 108.352997, -327.519989}
{3080.357143, 162.529496, -327.519989}
{3080.357143, 211.180286, -312.454282}
{3080.357143, 237.978886, -265.710464}
{3080.357143, 253.944704, -213.979428}
{3080.357143, 265.168898, -160.987391}
{3080.357143, 273.9423, -107.528428}
{3080.357143, 281.312488, -53.857084}
{3080.357143, 287.166878, 0}
{3183.035714, -285.925384, 0}
{3183.035714, -280.108244, -53.760748}
{3183.035714, -272.786358, -107.337975}
{3183.035714, -264.073745, -160.705789}
{3183.035714, -252.936898, -213.61444}
{3183.035714, -237.115029, -265.28628}
{3183.035714, -210.598085, -312.084986}
{3183.035714, -162.230036, -327.519989}
{3183.035714, -108.153357, -327.519989}
{3183.035714, -54.076679, -327.519989}
{3183.035714, 0, -327.519989}
{3183.035714, 54.076679, -327.519989}
{3183.035714, 108.153357, -327.519989}
{3183.035714, 162.230036, -327.519989}
{3183.035714, 210.598085, -312.084986}
{3183.035714, 237.115029, -265.28628}
{3183.035714, 252.936898, -213.61444}
{3183.035714, 264.073745, -160.705789}
{3183.035714, 272.786358, -107.337975}
{3183.035714, 280.108244, -53.760748}
{3183.035714, 285.925384, 0}
{3285.714286, -284.037694, 0}
{3285.714286, -278.277035, -53.614333}
{3285.714286, -271.028299, -107.048481}
{3285.714286, -262.407639, -160.27766}
{3285.714286, -251.402709, -213.059269}
{3285.714286, -235.797763, -264.640041}
{3285.714286, -209.706004, -311.51729}
{3285.714286, -161.775032, -327.519989}
{3285.714286, -107.850021, -327.519989}
{3285.714286, -53.925011, -327.519989}
{3285.714286, 1.7017e-12, -327.519989}
{3285.714286, 53.925011, -327.519989}
{3285.714286, 107.850021, -327.519989}
{3285.714286, 161.775032, -327.519989}
{3285.714286, 209.706004, -311.51729}
{3285.714286, 235.797763, -264.640041}
{3285.714286, 251.402709, -213.059269}
{3285.714286, 262.407639, -160.27766}
{3285.714286, 271.028299, -107.048481}
