{2876, -300.000215, 0}
{2876, -293.848776, -56.389364}
{2876, -286.098769, -112.582075}
{2876, -276.863102, -168.548755}
{2876, -265.014921, -224.014052}
{2876, -248.087037, -278.111939}
{2876, -219.463238, -326.695533}
{2876, -169.994677, -352.178628}
{2876, -113.451936, -355.848919}
{2876, -56.726183, -355.999404}
{2876, 0, -356}
{2876, 56.726183, -355.999404}
{2876, 113.451936, -355.848919}
{2876, 169.994677, -352.178628}
{2876, 219.463238, -326.695533}
{2876, 248.087037, -278.111939}
{2876, 265.014921, -224.014052}
{2876, 276.863102, -168.548755}
{2876, 286.098769, -112.582075}
{2876, 293.848776, -56.389364}
{2876, 300.000215, 0}
{2977.678571, -299.831669, 0}
{2977.678571, -293.68513, -56.376334}
{2977.678571, -285.941888, -112.556362}
{2977.678571, -276.714327, -168.510713}
{2977.678571, -264.877813, -223.964714}
{2977.678571, -247.969108, -278.054487}
{2977.678571, -219.385264, -326.64725}
{2977.678571, -169.953311, -352.169204}
{2977.678571, -113.424956, -355.848309}
{2977.678571, -56.712696, -355.999402}
{2977.678571, 0, -356}
{2977.678571, 56.712696, -355.999402}
{2977.678571, 113.424956, -355.848309}
{2977.678571, 169.953311, -352.169204}
{2977.678571, 219.385264, -326.64725}
{2977.678571, 247.969108, -278.054487}
{2977.678571, 264.877813, -223.964714}
{2977.678571, 276.714327, -168.510713}
{2977.678571, 285.941888, -112.556362}
{2977.678571, 293.68513, -56.376334}
{2977.678571, 299.831669, 0}
{3080.357143, -299.202931, 0}
{3080.357143, -293.075347, -56.327988}
{3080.357143, -285.356644, -112.460803}
{3080.357143, -276.160025, -168.369473}
{3080.357143, -264.368087, -223.78182}
{3080.357143, -247.533225, -277.84265}
{3080.357143, -219.093626, -326.466901}
{3080.357143, -169.799216, -352.132508}
{3080.357143, -113.32469, -355.846828}
{3080.357143, -56.662567, -355.999402}
{3080.357143, 0, -356}
{3080.357143, 56.662567, -355.999402}
{3080.357143, 113.32469, -355.846828}
{3080.357143, 169.799216, -352.132508}
{3080.357143, 219.093626, -326.466901}
{3080.357143, 247.533225, -277.84265}
{3080.357143, 264.368087, -223.78182}
{3080.357143, 276.160025, -168.369473}
{3080.357143, 285.356644, -112.460803}
{3080.357143, 293.075347, -56.327988}
{3080.357143, 299.202931, 0}
{3183.035714, -298.021569, 0}
{3183.035714, -291.929453, -56.237155}
{3183.035714, -284.256754, -112.28126}
{3183.035714, -275.118115, -168.104076}
{3183.035714, -263.409678, -223.438074}
{3183.035714, -246.712881, -277.444138}
{3183.035714, -218.54333, -326.12583}
{3183.035714, -169.509543, -352.062321}
{3183.035714, -113.136358, -355.84395}
{3183.035714, -56.56841, -355.999375}
{3183.035714, 0, -356}
{3183.035714, 56.56841, -355.999375}
{3183.035714, 113.136358, -355.84395}
{3183.035714, 169.509543, -352.062321}
